food_id,alimento,agua,alcohol,calcio,carbohidratos,colesterol,equivalentes_de_niacina_totales,fibra_dietetica_total,folato_total,fósforo,grasa_total,hierro_total,ioduro,magnesio,potasio,proteina_total,riboflavina,selenio_total,sodio,tiamina,viamina_e_equivalentes_de_alfa_tocoferol_de_actividades_de_vitámeros_e,vitamina_a_equivalentes_de_retinol_de_actividades_de_retinos_y_carotenoides,vitamina_b12,vitamina_b6_total,vitamina_c,vitamina_d,zinc,ácido_graso_120,ácido_graso_140,ácido_graso_160,ácido_graso_180,ácido_graso_181_n9_cis,ácido_graso_182,ácido_graso_183,ácido_graso_204_n6,ácido_graso_205,ácido_graso_226_n3,ácidos_grasos_monoinsaturados_totales,ácidos_grasos_poliinsaturados_totales,ácidos_grasos_saturados_totales,energia_kj,energia_kcal
966,"Corazón de cordero, crudo",77.6,0.0,6.0,0.21,135.0,6.14,0.0,2.0,175.0,5.7,4.6,7.0,17.0,316.0,16.5,0.86,32.0,89.0,0.31,0.37,0.0,8.0,0.39,5.0,0.2,1.87,,,,,,,,,,,1.6,0.6,2.3,495.0,119.0
967,"Hígado, de cerdo, crudo",72.4,0.0,8.0,0.0,301.0,15.0,0.0,212.0,350.0,3.7,13.0,10.0,21.0,330.0,21.4,3.0,52.7,87.0,0.4,0.17,6495.0,25.0,0.69,26.0,2.2,6.9,0.003,0.035,0.942,0.975,0.821,0.507,0.019,0.289,0.014,0.067,0.52,0.81,1.2,501.0,120.0
968,Paté de pimienta,48.8,0.0,38.0,11.3,96.0,4.0,0.0,103.0,145.0,28.0,3.5,36.2,11.0,93.0,11.9,0.8,25.7,660.0,0.06,1.6,5835.7,6.3,0.13,1.0,0.9,2.9,0.035,0.398,6.732,3.44,10.293,3.487,0.224,0.112,,,12.84,3.02,10.48,1208.0,290.0
969,"Pato, entero, asado",64.2,0.0,13.0,0.0,120.0,5.1,0.0,10.0,200.0,9.8413,2.7,1.2,20.0,260.0,25.0,0.47,24.0,85.0,0.26,0.02,23.0017,1.2,0.25,0.0,1.0,0.31,,,,,,,,,,,5.4,1.2,2.7,789.0,189.0
970,"Corazón de pollo, crudo",74.4,0.0,22.0,0.71,136.0,4.88,0.0,72.0,164.0,9.3,1.7,7.0,15.0,262.0,15.6,1.24,4.3,111.0,0.43,1.2,9.0,4.24,0.36,6.0,0.2,3.1,,,,,,,,,,,2.4,2.7,2.7,621.0,149.0
971,"Chufa, cruda",7.095,0.0,69.54,42.5402,0.0,1.8,17.4,141.0,232.225,23.74,3.41,0.0,86.88,519.2,6.13,0.1,0.0,37.63,0.23,10.0,0.0,0.0,0.33,6.0,0.0,4.19,,,,,,,,,,,16.4693,2.2093,4.0169,1706.0,409.0
972,"Corazón, de cerdo, crudo",78.7,0.0,5.0,1.3,131.0,6.6,0.0,2.0,176.0,4.4,4.3,0.0,20.0,257.0,17.3,1.06,10.4,80.0,0.46,0.63,10.0,2.7,0.29,5.3,0.2,2.2,,,,,,,,,,,1.0,1.1,1.2,479.0,115.0
973,"Corazón, de vaca/buey, cocido",65.0,0.0,6.0,0.0,200.0,3.1,0.0,2.0,230.0,5.6654,7.3,7.0,25.0,232.0,27.9,1.4,38.9,100.0,0.2,0.7,0.0,14.0,0.15,2.0,1.4,3.5,,,,,,,,,,,1.4,0.77,2.3,684.0,164.0
974,"Cordero, pierna, con grasa, asada",60.0,0.0,9.0,0.0,84.0,6.0,0.0,3.0,180.0,13.5887,2.2,3.0,22.0,286.0,25.0,0.26,4.0,60.0,0.12,0.1,0.0,2.0,0.15,0.0,0.0,4.6,,,,,,,,,,,5.7,0.85,6.4,928.0,223.0
975,"Gallina, entera, cruda",64.6,0.0,10.0,0.0,72.0,6.4,0.0,8.0,169.0,18.1,1.0,5.0,18.7,196.0,17.3,0.19,12.0,61.0,0.09,0.3,24.0,0.31,0.32,2.0,1.5,1.1,,,,,,,,,,,7.4,3.5,5.1,964.0,231.0
976,"Pato, entero, crudo",73.8,0.0,10.0,0.0,110.0,5.3,0.0,25.0,200.0,6.5,2.0,1.2,15.0,280.0,19.7,0.3,13.9,80.0,0.1,0.02,24.0,3.0,0.34,3.0,1.0,2.8,,,,,,,,,,,3.2,1.0,2.0,575.0,138.0
977,"Pichón, sin piel, asado",58.0,0.0,15.0,0.0,75.0,7.0,0.0,8.0,400.0,3.0,20.0,2.0,35.0,400.0,37.0,0.15,16.0,100.0,0.3,0.0,7.0017,0.8,0.8,0.0,0.2,0.7,,,,,,,,,,,1.1,0.64,0.78,740.0,178.0
978,"Oca, sin piel, asada",52.0,0.0,12.0,0.0,75.0,4.1,0.0,12.0,290.0,17.672,3.7,1.2,28.0,400.0,29.1,0.4,24.0,120.0,0.09,0.02,7.0,1.2,0.45,0.0,0.01,2.6,,,,,,,,,,,6.9,2.5,7.3,1149.0,276.0
979,Crema de cacahuete,1.2,0.0,40.0,11.2,0.0,15.0,7.0,67.0,366.0,50.9414,2.0,0.5,180.0,750.0,25.5,0.1,4.1,313.0,0.15,5.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0.02,4.741,2.181,24.812,12.215,0.027,0.018,0.0,0.0,25.8,12.8,10.1,2509.0,602.0
980,"Pollo, entero, con piel, asado",62.3,0.0,12.0,0.0,91.3,7.7,0.0,8.0,200.0,5.0,1.3,6.0,24.0,300.0,32.6,0.17,24.0,80.0,0.07,0.2,7.0,0.3,0.44,0.0,0.2,0.9,,,,,,,,,,,1.86,0.8,1.42,739.0,177.0
981,"Vaca/buey, solomillo, crudo",72.0,0.0,5.0,0.0,51.0,6.3,0.0,4.0,210.0,4.5,5.0,1.0,22.0,290.0,23.5,0.8,8.0,88.0,0.45,0.45,0.0,2.0,0.26,0.0,0.5,1.8,,,,,,,,,,,1.9,0.2,2.0,566.0,136.0
982,"Salchicha, tipo viena",62.5,0.0,10.0,2.0,52.0,1.61,0.0,4.0,49.0,25.2,0.88,5.5,7.0,101.0,10.3,0.11,16.9,953.0,0.34,0.22,0.0,1.02,0.12,0.0,0.2,1.6,,,,,,,,,,,12.5,1.7,9.3,1142.0,274.0
983,"Lengua, de buey, cruda",65.3,0.0,7.0,3.7,87.0,14.7,0.0,7.0,133.0,16.1,2.8,14.0,17.1,315.0,14.9,0.38,9.4,69.0,0.3,0.67,0.0,3.79,0.71,3.1,1.7,3.2,0.018,0.534,3.327,1.801,4.064,0.404,0.042,0.054,,,7.2,0.9,7.0,912.0,219.0
984,"Ternera, solomillo, asado",65.1,0.0,17.0,0.0,98.0,8.6,0.0,10.0,236.0,4.638,1.3,4.9,25.0,375.0,28.4,0.29,8.7,93.0,0.07,0.15,0.0,1.2,0.35,0.0,0.0,2.1,,,,,,,,,,,2.0,0.62,1.8,654.0,157.0
985,"Lengua, de ternera, cruda",74.2,0.0,8.0,0.0,62.0,3.1,0.0,5.0,170.0,7.1,2.6,14.0,14.0,234.0,17.8,0.33,14.7,80.0,0.15,0.3,0.0,5.0,0.15,3.1,0.0,2.3,0.018,0.534,3.327,1.801,4.064,0.404,0.042,0.054,,,3.3,0.4,3.0,565.0,136.0
986,"Liebre, entera, cruda",62.1,0.0,9.05,0.0,65.0,10.5,0.0,5.0,220.0,8.0,2.4,2.0,24.0,360.0,29.9,0.06,17.0,50.0,0.09,0.27,0.0,1.0,0.3,0.0,0.0,2.2,,,,,,,,,,,0.82,0.58,0.9,804.0,193.0
988,"Salchicha, tipo país, a la plancha",42.86,0.0,21.43,0.86,85.71,3.2,0.0,2.14,178.57,34.5,1.71,5.5,11.43,214.29,18.57,0.18,9.2,857.14,0.29,0.29,0.0,1.14,0.23,1.14,0.0,3.93,,,,,,,,,,,10.68,2.42,8.57,1607.0,386.0
989,"Ternera, parte s/e, asada",56.8,0.0,12.0,0.0,107.0,7.2,0.0,10.0,245.0,11.4376,1.2,3.0,23.0,378.0,29.5,0.3,15.1,84.0,0.09,0.15,0.0,1.3,0.33,0.0,0.0,2.1,,,,,,,,,,,5.1,1.4,4.4,925.0,222.0
990,"Pavo, pechuga, sin piel, a la plancha",66.9,0.0,11.0,0.0,69.0,6.8,0.0,8.0,170.0,2.6455,1.4,2.0,21.0,267.0,29.9,0.13,22.4,156.0,0.06,0.2,0.0017,0.37,0.54,0.0,0.0,2.1,,,,,,,,,,,0.6,0.9,1.0,606.0,145.0
991,"Ternera, lomo, crudo, con grasa separable",76.5,0.0,9.2,0.0,80.0,7.6,0.0,9.5,200.0,3.3,1.8,5.6,12.9,350.0,20.2,0.17,8.8,60.0,0.04,0.2,0.0,1.0,0.28,0.0,0.0,3.5,,,,,,,,,,,1.1,0.34,1.0,466.0,112.0
992,"Pollo, muslo, con piel, asado",59.4,0.0,11.0,0.0,91.0,6.2,0.0,7.0,140.0,13.5,1.3,6.9,19.0,190.0,26.3,0.21,7.3,89.0,0.07,0.27,39.0,0.3,0.33,0.0,0.4,1.1,,,,,,,,,,,5.2,3.0,3.7,947.0,227.0
993,"Pollo, muslo, con piel, crudo",77.1,0.0,12.4,0.0,68.3,7.8,0.0,11.4,151.0,3.4,1.5,6.9,21.0,204.0,19.5,0.2,13.5,82.0,0.1,0.1,0.0,0.0,0.42,1.7,0.0,0.8,,,,,,,,,,,1.4,0.49,1.4,457.0,110.0
994,"Pollo, pechuga, con piel, crudo",75.7,0.0,22.8,0.0,58.0,8.7,0.0,4.8,196.0,1.2,1.5,1.8,22.4,255.0,23.1,0.12,0.0,65.0,0.1,0.27,0.34,0.35,0.35,0.0,0.0,1.4,,,,,,,,,,,0.3,0.28,0.33,437.0,105.0
995,"Vaca/buey, parte s/e, asado",55.7,0.0,15.0,0.0,70.0,3.0,0.0,8.0,200.0,11.7314,4.0,6.0,24.0,270.0,31.0,0.3,3.0,60.0,0.05,0.3,0.0,2.0,0.3,0.0,0.0,4.6,,,,,,,,,,,5.7,0.48,5.0,961.0,231.0
996,"Vaca/buey, solomillo, a la plancha",64.0,0.0,6.0,0.0,60.0,4.5,0.0,15.0,240.0,5.8447,3.0,6.0,25.0,400.0,28.1,0.3,3.0,60.0,0.09,0.3,0.0,2.0,0.4,0.0,0.0,4.3,,,,,,,,,,,2.7,0.27,2.6,694.0,167.0
997,"Vaca/buey, parte s/e, estofado",60.8,0.0,11.0,0.0,70.0,4.0,0.0,10.0,240.0,8.3316,3.7,6.0,23.0,320.0,30.0,0.26,3.0,68.0,0.06,0.45,0.0,2.0,0.3,0.0,0.0,1.0,,,,,,,,,,,4.0,0.34,3.6,818.0,196.0
999,"Grosella, cruda",82.8,0.0,36.0,5.0,0.0,0.3,8.2,40.0,30.0,0.2,1.2,1.0,13.0,280.0,1.1,0.06,0.6,3.0,0.04,0.1,3.5,0.0,0.05,40.0,0.0,0.0,,,,,,,,,,,0.0,0.09,0.0,111.0,27.0
1000,Leche de cabra,87.5,0.0,120.0,4.4,11.0,1.1,0.0,1.0,103.0,3.7037,0.1,0.0,14.0,185.0,3.4,0.15,2.0,45.0,0.04,0.03,40.0,0.1,0.04,2.0,0.06,0.5,0.206,0.518,1.378,0.6,1.14,0.131,0.022,0.012,0.0019,0.0014,0.9,0.1,2.5,270.0,65.0
1001,"Lima, cruda",89.1,0.0,24.0,1.0,0.0,0.2,2.8,10.0,22.0,0.2,0.6,1.5,8.0,144.0,0.6,0.02,0.4,3.0,0.03,0.8,1.8333,0.0,0.04,42.0,0.0,0.1,,,,,,,,,,,0.0,0.1,0.0,35.0,8.0
1002,Leche de oveja,82.1,0.0,183.0,5.0,11.0,1.7,0.0,5.0,141.0,6.3492,0.1,5.0,16.0,146.0,5.6,0.23,1.7,40.0,0.05,0.11,45.8333,0.5,0.08,4.0,0.18,0.5,0.259,0.673,1.523,0.59,1.02,0.13,0.068,,,,1.6,0.3,4.1,415.0,100.0
1003,"Litchi, crudo",82.7,0.0,5.0,14.6,0.0,0.3,1.3,70.0,27.0,0.44,0.4,1.0,8.0,156.0,0.9,0.06,0.6,1.0,0.03,0.1,0.0,0.0,0.05,60.0,0.0,0.3,,,,,,,,,,,0.1,0.1,0.1,280.0,67.0
1005,Queso Cheddar,36.0,0.0,740.0,0.1,110.0,6.1,0.0,20.0,470.0,33.5979,0.4,39.0,28.0,100.0,26.0,0.5,12.0,700.0,0.04,0.8,344.167,1.5,0.08,0.0,0.26,2.3,,,,,,,,,,,9.5,0.95,21.3,1687.0,405.0
1006,"Membrillo, crudo",84.2,0.0,14.0,6.3,0.0,0.2,6.4,3.0,19.0,0.225,0.3,,6.0,200.0,0.3,0.02,0.6,3.0,0.02,0.89,4.0,0.0,0.04,15.0,0.0,0.5,,,,,,,,,,,0.08,0.1,0.0,121.0,29.0
1007,"Petit Suisse, natural azucarado",72.4333,0.0,120.0,14.3667,11.3,0.2,0.0,3.35,108.5,3.75,0.1,8.0,12.9,157.0,7.3333,0.23,0.4,55.5,0.04,0.1,31.0,0.295,0.045,0.0,0.1,0.4,0.16,0.532,1.545,0.636,0.948,0.099,0.022,0.005,0.002,,1.14,0.12,2.54,508.0,122.0
1008,"Papaya, cruda",89.4,0.0,20.0,7.6,0.0,0.3,1.9,45.0,11.0,0.0,0.4,1.0,13.0,214.0,0.5,0.03,0.6,3.0,0.03,0.01,52.0,0.0,0.02,64.0,0.0,0.12,,,,,,,,,,,0.0,0.0,0.0,139.0,33.0
1009,"Arroz integral, hervido",71.8,0.0,10.0,22.9,0.0,1.3,1.8,10.0,83.0,0.9,0.48,1.1,43.0,43.0,2.6,0.02,9.8,5.0,0.1,0.2,0.0,0.0,0.15,0.0,0.0,0.63,,,,,,,,,,,0.33,0.32,0.2,467.0,112.0
1010,"Avena, cruda",0.0,0.0,54.0,66.3,0.0,0.96,10.6,56.0,523.0,6.9,4.72,6.0,177.0,429.0,16.9,0.14,5.0,2.0,0.76,0.7,0.0,0.0,0.12,0.0,0.0,3.97,,,,,,,,,,,2.2,2.5,1.2,1670.0,401.0
1011,Queso Gruyer,35.5,0.0,880.0,0.36,120.0,6.0,0.0,5.0,710.0,31.3,0.8,2.0,51.0,120.0,23.42,0.19,14.5,429.14,0.04,0.8,240.167,1.6,0.07,0.0,0.26,2.3,,,,,,,,,,,8.7,1.1,18.8,1562.0,375.0
1012,Almidón de maíz,7.5,0.0,2.0,91.3,0.0,0.3,0.9,0.0,13.0,0.0,0.47,0.5,3.0,3.0,0.26,0.0,2.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,,,,,,,,,,,0.0,0.0,0.0,1558.0,374.0
1013,"Pera, enlatada en almíbar",83.3,0.0,6.0,14.5,0.0,0.2,1.7,2.0,7.0,0.2,0.3,0.0,4.0,66.0,0.2,0.02,0.4,5.0,0.01,0.2,1.7,0.0,0.02,1.0,0.0,0.1,,,,,,,,,,,0.02,0.023,0.007,257.0,62.0
1014,"Cebada, cruda",8.5,0.0,50.0,64.0,0.0,7.8,14.8,50.0,380.0,2.1,6.0,7.0,91.0,560.0,10.6,0.1,1.0,4.0,0.31,0.9,0.0,0.0,0.56,0.0,0.0,3.3,,,,,,,,,,,0.2,0.7,0.3,1346.0,323.0
1015,"Agua, con gas, embotellada",100.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.83,4.8,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
1017,"Uva negra, cruda",80.7,0.0,4.0,15.5,0.0,0.3,0.4,27.0,16.0,0.7,0.3,2.0,4.0,320.0,0.6,0.02,0.1,2.0,0.04,0.7,7.0,0.0,0.1,4.0,0.0,0.1,,,,,,,,,,,0.007,0.048,0.054,300.0,72.0
1018,Cereales desayuno base de arroz chocolateado,6.3,0.0,453.0,86.6,0.0,15.0,1.7,167.0,89.3,1.1,7.9,4.8,39.6,200.7,6.0,1.3,9.2,400.0,1.2,0.0,0.0,0.8,1.7,0.0,0.0,1.0,,,,,,,,,,,0.6,0.1,1.0,1615.0,388.0
1019,"Café, en grano o molido, descafeinado",43.8,0.0,120.0,30.4,0.0,9.3,58.2,0.0,148.0,15.4,3.8,0.0,222.0,1869.0,10.4,0.19,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.1,5.1,5.2,1263.0,303.0
1020,"Garbanzo, seco, crudo",7.275,0.0,143.0,49.2463,0.0,1.7,14.9667,185.0,310.0,6.3,6.8,1.5,122.0,1000.0,19.305,0.14,2.0,30.0,0.45,3.1,21.5,0.0,0.15,4.1,0.0,2.0,0.0,0.009,0.508,0.086,1.365,2.629,0.102,0.0,0.0,0.0,1.8,2.8125,0.4275,1398.0,336.0
1021,"Cerdo, solomillo, crudo",74.4,0.0,8.0,0.0,72.0,4.3,0.0,4.0,230.0,5.1,1.2,2.4,25.0,420.0,21.0,0.26,14.0,53.0,1.0,0.1,0.0,0.7,0.45,0.0,0.0,1.6,,,,,,,,,,,2.367,0.4418,2.0514,546.0,131.0
1022,"Anís, seco",61.4,37.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1105.0,265.0
1024,"Corazón, de vaca/buey, crudo",76.6,0.0,6.0,0.0,140.0,7.3,0.0,3.0,210.0,3.9544,4.8,7.0,23.0,263.0,17.0,0.96,33.3,92.0,0.44,0.52,0.0,13.0,0.3,6.0,1.0,2.0,,,,,,,,,,,0.98,0.54,1.6,435.0,104.0
1026,Cereales desayuno base de arroz y miel,5.9,0.0,267.0,87.0,0.0,15.3,1.0,200.0,95.0,1.0,10.0,5.0,27.5,140.0,5.1,1.6,25.6,0.4,1.2,0.5,566.0,0.85,1.7,51.0,4.25,0.85,,,,,,,,,,,0.34,0.38,0.27,1603.0,385.0
1027,Néctar de ciruela,95.3,0.0,5.73,3.4,0.0,0.0,1.0,1.23,7.78,0.0,0.16,0.0,3.28,77.81,0.3,0.02,0.0,18.0,0.03,0.29,10.24,0.0,0.02,1.26,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,63.0,15.0
1028,"Cereales desayuno base de arroz, trigo y fruta",9.6,0.0,21.0,76.6,0.0,27.0,5.8,300.0,145.0,2.2,8.6,4.0,56.0,313.6,5.8,2.4,20.6,800.0,2.1,11.4,7.4,1.5,3.0,90.0,7.5,1.4,,,,,,,,,,,0.0,0.0,1.4,1482.0,356.0
1029,"Ternera, solomillo, sin grasa, crudo",75.0,0.0,12.6,0.0,73.5,6.8,0.0,11.1,210.0,3.0633,1.7,4.9,22.3,328.0,20.19,0.25,8.7,92.0,0.1,0.075,0.0,1.6,0.445,0.0,0.0,3.1,,,,,,,,,,,1.3092,0.3328,1.2774,457.0,110.0
1030,"Ternera, costilla, cruda",72.0,0.0,12.0,0.0,76.0,6.7,0.0,9.0,204.0,6.6107,2.0,10.0,20.0,350.0,20.0,0.26,7.0,90.0,0.11,0.08,0.0,1.4,0.43,0.0,0.0,2.1,,,,,,,,,,,2.9,0.8,2.6,585.0,140.0
1031,Cereales desayuno base de maíz y miel,4.5,0.0,453.0,83.0,0.0,15.0,3.0,167.0,51.3,3.5,7.9,3.3,17.4,79.0,6.0,1.3,4.9,500.0,1.2,0.3,4.7,0.8,1.7,0.1,4.2,0.4,,,,,,,,,,,0.0,0.0,0.7,1643.0,394.0
1032,Cereales desayuno base de maíz y trigo,6.8,0.0,500.0,80.8,0.0,31.0,3.4,340.0,170.0,3.0,24.0,0.0,50.0,0.0,6.0,2.7,0.0,600.0,2.4,17.0,0.0,1.7,3.4,102.0,0.0,0.0,,,,,,,,,,,0.0,0.0,1.8,1587.0,381.0
1034,Cereales desayuno base de trigo azucarado,4.0,0.0,267.0,84.0,0.0,15.0,3.5,167.0,26.0,1.5,7.9,9.5,10.4,72.2,7.0,1.3,2.1,10.0,1.2,0.1,10.7,0.8,1.7,0.0,4.2,2.77,,,,,,,,,,,0.0,0.0,0.4,1603.0,385.0
1035,Cereales desayuno base de trigo y arroz,5.5,0.0,15.7,75.0,0.0,30.0,2.5,333.0,159.5,1.0,2.2,4.7,57.9,180.2,16.0,2.7,9.2,792.9,2.3,0.3,0.0,1.7,3.3,100.0,8.3,1.7,,,,,,,,,,,0.0,0.0,0.3,1584.0,380.0
1036,Cereales desayuno base de trigo y frutas,16.0,0.0,26.8,71.0,0.0,11.3,1.8,250.0,104.0,5.0,8.8,6.1,60.0,181.1,8.0,1.0,9.6,600.0,0.9,0.3,6.0,0.65,1.3,2.5,0.1,1.1,,,,,,,,,,,0.0,0.0,2.5,1528.0,367.0
1038,Cereales desayuno base de trigo y miel,3.2,0.0,12.4,88.0,0.0,15.3,1.5,200.0,84.5,1.6,10.0,8.5,26.4,184.0,5.7,1.6,5.9,0.1,1.2,0.5,0.3,0.85,1.7,51.0,4.25,0.7,,,,,,,,,,,0.34,0.44,0.34,1652.0,397.0
1039,"Cereales desayuno base de trigo, avena, maiz y miel",5.1,0.0,18.0,79.0,0.0,15.3,3.0,170.0,230.0,4.9,11.9,8.5,78.0,241.0,8.0,1.4,5.9,0.7,1.2,0.0,0.3,0.85,1.7,51.0,3.5,1.9,,,,,,,,,,,0.0,0.0,1.0,1660.0,398.0
1040,"Cereales desayuno base de trigo, avena, maíz, miel y nueces",2.2,0.0,30.0,80.0,0.0,4.79,4.4,60.0,360.7,2.4,13.9,25.1,110.0,335.0,11.0,0.13,5.1,775.0,0.1,0.71,0.0,0.0,0.6,0.0,0.0,2.8,,,,,,,,,,,0.88,0.86,2.4,1636.0,393.0
1042,"Cereales desayuno, maíz azucarado",5.5,0.0,13.1,88.0,0.0,15.3,1.5,200.0,48.8,0.5,10.0,4.7,16.2,99.1,4.5,1.6,4.7,0.5,1.2,0.1,9.3,0.85,1.7,51.0,4.25,0.3,,,,,,,,,,,0.0,0.0,0.5,1591.0,382.0
1043,Croissant de chocolate,0.0,0.0,82.0,79.1,130.0,0.9,3.0,4.0,87.0,15.2,4.0,7.7,16.0,170.0,5.6,0.03,5.2,110.0,0.11,3.5,0.13,0.0,0.07,0.0,3.0,2.0,0.107,0.158,5.488,0.68,3.894,1.482,0.018,,,,5.8,1.3,6.6,2002.0,481.0
1044,"Donut, de chocolate",16.76,0.0,97.5,51.33,19.0,1.59,1.9,65.0,107.3,25.25,4.0,6.3,19.3,103.4,4.93,0.125,6.8,440.6,0.163,2.02,4.0,0.1,0.024,1.3,0.0,3.3,3.71,1.358,3.675,3.792,8.352,1.794,0.166,0.0,0.0,0.0,8.618,1.96,13.47,1892.0,454.0
1045,"Guisante, congelado, hervido",78.3,0.0,35.0,6.8941,0.0,1.6,7.3,47.0,99.0,0.9,1.6,1.6,21.0,150.0,6.0,0.09,0.88,2.0,0.26,0.18,67.5,0.0,0.09,14.86,0.0,0.7,,,,,,,,,,,0.1,0.5,0.2,253.0,61.0
1046,"Galleta ,tipo ""digestiva"", con chocolate",0.0,0.0,84.0,66.5,51.0,2.7,3.1,8.6,130.0,24.1,2.1,7.4,41.0,210.0,6.8,0.11,4.3,450.0,0.08,1.1,0.0,0.0,0.08,0.0,0.0,1.0,,,,,,,,,,,8.9,1.8,12.2,2138.0,513.0
1047,"Sesos, de ternera, crudos",79.0,0.0,12.0,0.0,2100.0,4.0,0.0,6.0,320.0,8.6,2.1,,14.0,260.0,10.4,0.26,10.0,127.0,0.16,1.2,0.0,10.0,0.16,18.0,0.0,1.4,0.003,0.015,0.86,1.117,1.118,0.036,0.048,0.425,0.031,0.36,1.7,1.0,2.0,495.0,119.0
1048,"Galleta, barquillo, con jalea de frutas",11.5,0.0,23.0,73.0,20.0,0.09,2.0,12.0,84.0,5.6485,1.3,6.5,17.0,97.0,5.2,0.09,3.4,188.0,0.04,0.45,145.0,0.0,0.07,1.0,0.61,0.23,11.15,4.305,2.281,2.038,0.88,0.284,0.007,,,,2.3,1.3,1.8,1538.0,369.0
1049,"Guisante, seco, crudo",3.4,0.0,72.0,56.0,0.0,5.2,16.7,42.0,330.0,2.3,5.3,2.0,123.0,900.0,21.6,0.2,1.6,40.0,0.7,0.3,42.0,0.0,0.13,2.0,0.0,3.5,0.0,0.0,0.064,0.007,0.035,0.152,0.035,0.0,0.0,0.0,0.66,0.23,0.77,1404.0,337.0
1050,"Galleta, cubierta de chocolate",0.0,0.0,110.0,67.4,22.0,1.7,2.9,6.0,130.0,27.6,1.7,20.1,42.0,230.0,5.7,0.13,5.7,160.0,0.03,1.43,0.0,0.0,0.04,0.0,0.0,0.8,0.955,0.482,4.747,3.899,5.759,1.536,0.111,,,,8.0,1.1,16.7,2264.0,543.0
1051,"Galletas, con chocolate, tipo ""cookies""",5.7,0.0,78.0,64.3,88.0,0.8,1.8,5.0,82.0,22.92,1.3,29.1,12.0,92.0,6.2,0.08,2.8,220.0,0.12,2.32,245.833,0.0,0.07,0.0,2.2,0.7,2.587,1.346,7.621,4.496,10.981,2.908,0.095,,,,8.9542,6.0046,6.9527,2047.0,491.0
1052,"Galletas, de mantequilla",2.0,0.0,60.0,68.0,107.0,0.9,1.6,13.0,85.0,20.0,1.8,8.5,17.0,130.0,7.0,0.04,5.6,410.0,0.16,1.3,190.667,0.0,0.05,0.0,0.5,0.9,0.81,1.826,10.917,3.254,7.515,1.441,0.103,,,,6.1,1.0,11.2,2015.0,484.0
1053,"Hígado, de vaca/buey, crudo",70.0,0.0,7.0,3.5,300.0,12.78,0.0,266.0,358.0,4.0216,7.2,3.0,17.0,325.0,21.1,2.9,41.3,96.0,0.26,0.5,10250.0,81.0,0.8,25.0,1.2,4.0,0.003,0.035,0.942,0.975,0.821,0.507,0.019,0.289,0.014,0.067,0.64,0.84,1.5,567.0,136.0
1054,Harina de avena,10.9,0.0,52.0,57.7,0.0,0.1,10.0,3.8,380.0,6.4,3.8,20.0,110.0,350.0,15.0,0.14,8.6,9.0,0.5,1.7,0.0,0.0,0.12,0.0,0.0,4.5,,,,,,,,,,,2.1,2.4,1.1,1473.0,353.0
1055,"Harina de avena, cocida en agua",88.9,0.0,5.0,8.0,0.0,0.1,0.8,5.0,45.0,0.9,0.5,8.3,15.0,40.0,1.4,0.01,5.6,580.0,0.05,0.2,1.1,0.0,0.01,0.0,0.0,1.5,,,,,,,,,,,0.32,0.36,0.16,193.0,46.0
1056,Harina de cebada,3.3,0.0,32.0,74.5,0.0,6.27,10.1,8.0,296.0,1.6,2.68,5.0,96.0,309.0,10.5,0.11,8.6,4.0,0.37,0.2,0.0,0.0,0.4,0.0,0.0,2.0,,,,,,,,,,,0.21,0.77,0.34,1504.0,361.0
1057,"Néctar de frutas exóticas, envasado",86.2,0.0,15.0,13.2,0.0,0.25,0.0,5.0,10.0,0.0,0.1,1.0,8.0,120.0,0.4,0.03,0.0,3.0,0.04,0.3,16.6667,0.0,0.01,15.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,231.0,55.0
1059,"Pavo, muslo, con piel, crudo",71.5,0.0,13.0,0.0,72.0,2.9,0.0,10.0,211.0,8.3598,1.5,2.0,27.0,201.0,18.9,0.2,26.5,71.0,0.07,0.0,0.0,0.38,0.32,0.0,0.0,1.6,,,,,,,,,,,3.0,2.3,2.6,631.0,151.0
1060,"Masa de hojaldre, cruda",30.35,0.0,66.5,31.6796,41.0,0.9,1.5,12.5,57.0,29.35,1.0,17.2,15.5,66.5,4.85,0.01,24.2,340.0,0.14,1.47,145.833,0.0,0.06,1.0,1.3,0.35,0.055,0.226,8.657,1.764,5.045,3.046,0.014,0.0,0.0,0.0,12.0662,5.3627,10.6297,1707.0,410.0
