food_id,alimento,agua,alcohol,calcio,carbohidratos,colesterol,equivalentes_de_niacina_totales,fibra_dietetica_total,folato_total,fósforo,grasa_total,hierro_total,ioduro,magnesio,potasio,proteina_total,riboflavina,selenio_total,sodio,tiamina,viamina_e_equivalentes_de_alfa_tocoferol_de_actividades_de_vitámeros_e,vitamina_a_equivalentes_de_retinol_de_actividades_de_retinos_y_carotenoides,vitamina_b12,vitamina_b6_total,vitamina_c,vitamina_d,zinc,ácido_graso_120,ácido_graso_140,ácido_graso_160,ácido_graso_180,ácido_graso_181_n9_cis,ácido_graso_182,ácido_graso_183,ácido_graso_204_n6,ácido_graso_205,ácido_graso_226_n3,ácidos_grasos_monoinsaturados_totales,ácidos_grasos_poliinsaturados_totales,ácidos_grasos_saturados_totales,energia_kj,energia_kcal
680,"Bacón, ahumado, a la parrilla",50.5,0.0,7.0,0.0,80.0,7.0,0.0,2.0,190.0,22.1,0.7,7.0,21.0,330.0,23.4,0.16,12.0,1760.0,0.9,0.07,0.0,1.0,0.46,0.0,0.6,2.2,,,,,,,,,,,9.3,2.9,8.3,1216.0,292.0
681,"Café, con leche",94.0,0.0,55.0,2.45,8.0,0.7,0.0,1.66,42.0,2.3654,0.05,17.4,8.0,90.0,1.7,0.08,2.8,23.0,0.02,0.04,15.8333,0.1,0.01,0.5,0.01,0.18,,,,,,,,,,,0.6235,0.0656,1.2032,158.0,38.0
682,"Bacon, crudo, con grasa separable",33.7,0.0,13.0,0.09,100.0,1.8,0.0,2.0,108.0,57.5,1.2,1.2,12.0,160.0,8.7,0.11,25.0,680.0,0.36,0.23,0.01,0.8,0.3,0.0,0.01,1.8,,,,,,,,,,,26.33,6.75,21.26,2277.0,546.0
683,"Batido lácteo de cacao, bajo en calorías",90.4,0.0,110.0,4.6,0.0,1.3,0.0,21.1,95.0,1.9,1.1,10.6,24.6,180.7,3.1,0.18,3.7,88.3,0.1,0.7,70.3,0.36,0.15,4.2,0.3,0.9,,,,,,,,,,,0.0,0.1,0.3,201.0,48.0
685,"Batido lácteo, de fresa, bajo en calorías",72.9,0.0,111.6,22.9,3.4,1.3,1.6,21.1,52.8,0.34,1.1,10.6,24.6,180.7,3.8,0.13,3.7,88.3,0.1,0.7,70.3,0.2,0.15,4.2,0.3,0.9,,,,,,,,,,,0.0,0.1,0.3,466.0,112.0
686,"Cabrito, parte s/e, crudo, con grasa separable",76.7,0.0,9.0,0.0,56.0,6.0,0.0,5.0,220.0,4.0,0.9,5.0,22.0,385.0,19.3,0.1,1.0,82.0,0.32,0.09,0.0,2.0,0.3,0.0,0.4,2.0,,,,,,,,,,,2.2,0.3,1.5,476.0,114.0
687,Callos de ternera,80.0,0.0,9.0,0.0,95.0,0.06,0.0,2.0,79.0,3.95,1.95,,8.0,270.0,14.56,0.17,45.6,46.0,0.01,0.08,0.0,1.54,0.04,0.0,0.0,2.47,0.007,0.121,0.861,0.839,0.919,0.06,0.018,0.023,0.006,0.001,1.31,0.07,2.03,396.0,95.0
688,"Cerdo, lomo, asado",56.1,0.0,12.0,0.0,75.0,4.2,0.0,4.0,170.0,14.2707,1.1,3.0,20.0,290.0,27.0,0.3,20.0,60.0,0.52,0.1,0.0,0.8,0.36,0.0,0.0,2.4,,,,,,,,,,,6.5,1.6,5.5,987.0,237.0
689,"Cerdo, pierna, cruda, con grasa separable",65.8,0.0,8.0,0.0,63.0,8.7,0.0,5.0,230.0,15.2,1.5,5.0,22.0,370.0,19.0,0.2,12.0,80.0,0.89,0.0,0.1,1.0,0.45,0.0,0.01,2.5,,,,,,,,,,,6.4,2.5,5.1,885.0,212.0
691,Queso afuega'l pitu,27.8,0.0,131.17,0.0,100.0,3.05,0.0,16.0,300.19,40.56,0.15,,12.28,141.02,26.78,0.3,,588.25,0.04,0.6,239.08,1.55,0.09,0.0,0.25,0.49,,,,,,,,,,,,,,1956.0,469.0
692,Queso ahumado de aliva,35.04,0.0,782.02,0.0,100.0,3.05,0.0,16.0,510.19,34.13,0.33,,32.93,121.9,25.67,0.3,,300.24,0.04,0.6,239.08,1.55,0.09,0.0,0.25,3.05,,,,,,,,,,,,,,1699.0,408.0
693,Queso cantabria,42.84,0.0,780.36,0.0,100.0,3.05,0.0,16.0,492.97,30.19,0.34,,28.92,97.8,21.53,0.3,,555.13,0.04,0.6,239.08,1.55,0.09,0.0,0.25,3.06,,,,,,,,,,,,,,1483.0,356.0
694,Queso casín,40.35,0.0,691.55,0.0,100.0,3.05,0.0,16.0,499.59,30.81,0.99,,29.08,175.91,23.06,0.3,,758.96,0.04,0.6,239.08,1.55,0.09,0.0,0.25,3.39,,,,,,,,,,,,,,1532.0,368.0
695,"Queso de murcia, al vino",32.63,0.0,813.94,0.0,100.0,3.6,0.0,53.0,527.7,38.88,0.35,,38.55,106.37,23.17,1.19,,537.39,0.14,0.31,437.0,0.2,0.08,0.0,0.5,2.65,,,,,,,,,,,,,,1832.0,440.0
696,Queso de cádiz,52.8,0.0,623.46,0.0,100.0,3.6,0.0,53.0,396.49,26.88,0.24,,29.28,98.42,16.93,1.19,,364.46,0.14,0.31,437.0,0.2,0.08,0.0,0.5,2.5,,,,,,,,,,,,,,1282.0,308.0
697,Queso Tetilla,41.46,0.0,809.01,0.0,90.0,0.1,0.0,20.0,512.72,32.19,0.28,2.0,31.47,102.03,21.62,0.3,1.6,539.99,0.03,0.62,388.333,1.5,0.1,0.0,0.25,3.3,0.849,2.998,7.971,3.434,5.677,0.439,0.16,0.02,0.009,,10.06,1.07,21.45,1559.0,374.0
698,Queso gaztazarra,46.44,0.0,608.51,0.0,90.0,5.1,0.0,20.65,436.64,28.5,0.29,,31.21,150.54,18.44,0.3,,647.99,0.04,0.62,374.0,1.5,0.1,0.0,0.25,2.18,,,,,,,,,,,,,,1368.0,328.0
699,Queso herreño,39.23,0.0,650.85,0.0,100.0,3.6,0.0,53.0,469.69,30.25,0.34,,35.26,114.67,24.08,1.19,,892.69,0.14,0.31,437.0,0.2,0.08,0.0,0.5,2.49,,,,,,,,,,,,,,1529.0,367.0
700,Queso cebreiro,59.36,0.0,97.13,0.0,85.0,4.7,0.0,15.0,202.63,22.25,0.11,2.0,10.23,113.47,14.86,0.2,1.6,422.28,0.03,0.6,239.08,0.8,0.08,1.0,0.25,0.47,0.849,2.998,7.971,3.434,5.677,0.439,0.16,0.02,0.009,,,,,1076.0,258.0
701,Queso pedroches,42.28,0.0,933.94,0.0,90.0,5.1,0.0,20.65,612.87,27.0,1.45,,55.48,129.59,24.24,0.3,,596.26,0.04,0.62,374.0,1.5,0.1,0.0,0.25,2.63,,,,,,,,,,,,,,1411.0,339.0
702,Queso tupí,19.16,0.0,671.61,0.0,90.0,5.1,0.0,20.65,421.36,59.81,0.2,,26.8,117.32,19.2,0.3,,421.03,0.04,0.62,374.0,1.5,0.1,0.0,0.25,2.68,,,,,,,,,,,,,,2539.0,609.0
703,Queso flor de guía,35.35,0.0,801.94,0.0,90.0,0.1,0.0,20.0,600.93,31.06,0.34,,44.89,118.24,27.21,0.3,,613.25,0.03,0.6,388.0,1.5,0.1,0.0,0.25,3.84,,,,,,,,,,,,,,1612.0,387.0
704,Queso gata-hurdes,41.55,0.0,454.75,0.0,100.0,3.6,0.0,53.0,318.34,33.63,0.31,,25.13,105.28,21.16,1.19,,638.96,0.14,0.31,437.0,0.2,0.08,0.0,0.5,1.81,,,,,,,,,,,,,,1604.0,385.0
705,Queso de aracena,40.32,0.0,598.55,0.0,100.0,3.6,0.0,53.0,427.06,33.88,0.39,,31.01,103.4,21.86,1.19,,645.44,0.14,0.31,437.0,0.2,0.08,0.0,0.5,2.4,,,,,,,,,,,,,,1625.0,390.0
706,Queso de tenerife,47.26,0.0,653.34,0.0,100.0,3.6,0.0,53.0,454.36,29.69,0.24,,43.44,100.15,19.3,1.19,,324.59,0.14,0.31,437.0,0.2,0.08,0.0,0.5,2.26,,,,,,,,,,,,,,1427.0,342.0
707,Queso de tiétar,38.01,0.0,842.62,0.0,100.0,3.6,0.0,53.0,521.46,35.0,0.33,,42.72,121.51,21.48,1.19,,524.84,0.14,0.31,437.0,0.2,0.08,0.0,0.5,2.73,,,,,,,,,,,,,,1660.0,398.0
708,Queso pasiego,56.74,0.0,485.65,0.0,100.0,3.05,0.0,16.0,305.84,26.44,0.24,,19.29,128.33,14.93,0.3,,497.41,0.04,0.6,239.08,1.55,0.09,0.0,0.25,2.2,,,,,,,,,,,,,,1232.0,296.0
709,Queso peñamellera,40.76,0.0,870.85,0.0,,0.1,0.0,20.0,536.25,30.38,0.29,,31.69,122.31,23.26,0.3,,830.9,0.03,0.6,388.0,1.5,0.1,0.0,0.25,3.23,,,,,,,,,,,,,,1519.0,365.0
710,Queso servilleta,46.05,0.0,762.09,0.0,90.0,5.1,0.0,20.65,465.35,26.31,0.4,,33.01,112.28,22.17,0.3,,636.16,0.04,0.62,374.0,1.5,0.1,0.0,0.25,3.02,,,,,,,,,,,,,,1350.0,324.0
711,Queso grazalema,40.19,0.0,785.34,0.0,90.0,5.1,0.0,20.65,501.29,32.31,0.31,,52.28,98.98,21.89,0.3,,452.37,0.04,0.62,374.0,1.5,0.1,0.0,0.25,2.33,,,,,,,,,,,,,,1568.0,376.0
712,Queso porrúa,39.41,0.0,847.6,0.0,90.0,0.1,0.0,20.0,578.38,32.0,0.33,,33.11,146.22,23.79,0.3,,438.35,0.03,0.6,388.0,1.5,0.1,0.0,0.25,3.4,,,,,,,,,,,,,,1588.0,381.0
713,Queso picón,39.31,0.0,472.85,0.0,90.0,0.1,0.0,20.0,485.39,33.0,0.59,,21.85,133.64,22.71,0.3,,1351.1,0.03,0.6,388.0,1.5,0.1,0.0,0.25,3.41,,,,,,,,,,,,,,1607.0,386.0
714,Queso serrat,35.74,0.0,829.34,0.0,90.0,5.1,0.0,20.65,534.91,35.63,0.17,,30.65,120.6,23.13,0.3,,398.29,0.04,0.62,374.0,1.5,0.1,0.0,0.25,3.27,,,,,,,,,,,,,,1712.0,411.0
715,Queso Castellano,27.68,0.0,838.47,0.0,100.0,0.1,0.0,20.0,585.63,39.75,0.59,,45.57,105.53,26.04,0.3,,793.28,0.03,0.6,436.667,1.5,0.1,0.0,0.25,2.7,,,,,,,,,,,9.59,1.08,26.45,1913.0,459.0
716,Queso de arzúa,39.43,0.0,763.85,2.0,90.0,0.1,0.0,20.0,477.66,34.5,0.27,2.0,27.44,92.46,22.21,0.3,1.6,420.22,0.03,0.6,340.0,1.5,0.1,0.0,0.25,3.35,0.849,2.998,7.971,3.434,5.677,0.439,0.16,0.02,0.009,,8.46,1.01,17.98,1654.0,397.0
717,Queso Ibores,35.48,0.0,897.41,0.0,90.0,0.1,0.0,20.0,580.84,34.31,0.95,,46.37,110.35,23.95,0.3,,751.53,0.03,0.62,388.333,1.5,0.1,0.0,0.25,3.49,,,,,,,,,,,8.72,0.92,25.31,1677.0,402.0
718,Queso Mahón,35.29,0.0,714.77,0.0,90.0,0.1,0.0,20.0,503.46,34.31,0.42,,30.45,125.45,24.9,0.3,,876.01,0.03,0.62,388.333,1.5,0.1,0.0,0.25,3.09,,,,,,,,,,,10.3,1.5,20.02,1693.0,406.0
719,Queso Zamorano,24.8,0.0,999.52,0.0,90.0,0.1,0.0,20.0,640.36,42.19,1.06,,49.23,115.83,26.78,0.3,,868.4,0.03,0.62,388.333,1.5,0.1,0.0,0.25,3.39,,,,,,,,,,,9.0,0.54,25.85,2016.0,484.0
720,Queso torta del casar,46.64,0.0,525.59,0.0,90.0,0.1,0.0,50.0,388.56,32.38,0.53,2.0,33.14,112.22,18.25,0.3,1.6,538.19,0.03,0.62,340.0,1.5,0.1,0.0,0.25,1.97,,,,,,,,,,,7.53,1.5,21.8,1508.0,362.0
721,Queso San Simón,30.13,0.0,954.69,0.0,90.0,0.1,0.0,20.0,594.25,37.88,0.3,2.0,35.58,123.29,26.15,0.3,1.6,552.0,0.03,0.62,340.0,1.5,0.1,0.0,0.25,3.34,0.849,2.998,7.971,3.434,5.677,0.439,0.16,0.02,0.009,,9.63,1.22,20.58,1846.0,443.0
722,Queso majorero,38.4,0.0,779.53,0.0,80.0,0.1,0.0,50.0,574.55,28.75,0.35,,44.17,114.2,25.66,0.3,,800.19,0.03,0.62,290.833,1.5,0.1,0.0,0.25,3.04,,,,,,,,,,,5.24,0.82,16.94,1500.0,360.0
723,Queso Raclette,42.9,0.0,550.0,0.0,90.0,0.1,0.0,51.0,450.0,28.3598,0.2,,14.0,112.0,25.6,0.2,,760.0,0.02,0.5,216.667,1.5,0.07,0.0,0.2,2.3,,,,,,,,,,,7.9,1.5,17.4,1485.0,356.0
730,"Berenjena, frita, en aceite de girasol",59.5,0.0,8.0,2.7061,0.0,0.0,2.9,5.0,25.0,31.9038,0.5,4.4,8.0,170.0,1.2,0.0,0.3,2.0,0.0,5.5,20.8333,0.0,0.07,1.0,0.0,0.1,,,,,,,,,,,7.2,19.6,3.7,1247.0,299.0
731,"Boniato, crudo",71.5,0.0,22.0,23.0,0.0,0.8,2.9,52.0,44.0,0.3,0.7,0.0,13.0,300.0,1.2,0.06,1.0,19.0,0.1,4.0,666.667,0.0,0.13,25.0,0.0,0.3,,,,,,,,,,,0.0,0.13,0.0,423.0,101.0
732,"Berro, crudo",93.5,0.0,157.0,0.3,0.0,0.8,2.6,127.9,53.0,0.2,1.3,0.0,20.0,304.0,2.2,0.12,0.9,60.0,0.1,1.2,483.33,0.0,0.13,60.0,0.0,0.2,,,,,,,,,,,0.0,0.08,0.0,50.0,12.0
733,"Achicoria, cruda",95.2,0.0,21.0,2.8,0.0,0.3,0.9,14.0,27.0,0.6,0.4,0.4,6.0,170.0,0.5,0.09,1.0,1.0,0.14,0.1,266.7,0.0,0.01,5.0,0.0,0.2,,,,,,,,,,,0.0,0.3,0.2,78.0,19.0
735,"Anguila, al horno",59.3,0.0,25.0,0.0,160.0,4.5,0.0,3.0,270.0,14.2222,0.6,25.0,20.0,340.0,23.7,0.3,8.3,65.0,0.18,5.6,980.0,1.0,0.08,0.0,5.0,3.0,,,,,,,,,,,7.1,2.1,3.6,929.0,223.0
736,"Anguila, cruda",61.9667,0.0,19.0,0.0,150.0,1.4,0.0,2.9,310.0,15.525,1.2,25.0,19.0,270.0,19.97,0.35,6.5,89.0,0.2,4.14,1200.0,1.0,0.25,0.0,4.9,2.5,,,,,,,,,,,7.031,2.5898,3.9968,914.0,219.0
737,"Anguila, hervida",62.0,0.0,20.0,0.0,140.0,2.5,0.0,4.0,230.0,12.7778,0.8,25.0,20.0,200.0,20.5,0.34,8.3,80.0,0.13,4.14,1000.0,1.0,0.25,0.0,5.0,2.5,,,,,,,,,,,6.4,1.8,3.3,821.0,197.0
739,"Apio, en conserva en salmuera",94.5,0.0,36.0,1.3,0.0,0.3,2.3,22.0,25.0,0.0,0.4,1.1,10.0,283.0,0.8,0.04,0.046,343.0,0.04,0.19,9.3333,0.0,0.07,6.0,0.0,0.1,,,,,,,,,,,0.0,0.0,0.0,36.0,9.0
740,"Arenque, ahumado",59.0,0.0,60.0,0.0,50.0,2.5,0.0,10.0,428.0,13.9,1.8,0.1,50.0,520.0,23.0,0.4,52.6,550.0,0.08,1.0,13.0,5.0,0.45,0.0,23.5,0.5,0.031,1.061,1.725,0.316,1.743,0.356,1.047,0.088,1.2,1.806,4.32,5.67,3.48,1057.0,254.0
741,"Arenque, salado",57.0,0.0,20.0,0.0,13.0,4.0,0.0,8.0,220.0,26.0,1.0,18.0,36.0,75.0,17.0,0.22,22.0,2610.0,0.03,1.71,50.0,3.0,1.3,2.7,40.0,0.5,,,,,,,,,,,7.6,11.6,6.4,1251.0,300.0
742,"Atún, al horno",61.0,0.0,35.0,0.0,48.0,10.5,0.0,16.0,200.0,7.8889,1.2,30.0,20.0,310.0,29.4,0.15,36.0,47.0,0.2,1.0,34.0,8.0,0.53,0.0,5.8,0.9,,,,,,,,,,,2.0,2.8,2.3,792.0,190.0
745,"Bacalao, ahumado",81.2,0.0,9.0,0.0,56.0,2.0,0.0,5.0,190.0,0.55,0.1,11.0,25.0,390.0,18.3,0.05,147.8,1170.0,0.04,0.44,2.0,1.0,0.17,3.5,4.0,0.4,,,,,,,,,,,0.2,0.2,0.1,331.0,80.0
746,Aceite de algodón,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.26,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,25.0,3.3,18.0,49.5,0.35,,,,17.8,51.9,25.9,3700.0,888.0
747,Aceite de cacahuete,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.04,11.82,3.38,39.97,37.75,0.1,,,,47.8,28.5,18.8,3696.0,887.0
748,Aceite de coco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,47.64,18.29,8.49,3.2,4.96,0.7,0.0,,,,4.96,0.77,84.31,3700.0,888.0
749,Aceite de germen de trigo,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15.1,61.7,18.8,3696.0,887.0
750,Aceite de nuez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.19,2.63,15.71,61.84,,,,,17.1,69.0,9.3,3692.0,886.0
751,Aceite de palma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.76,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.43,43.04,4.38,38.41,10.02,1.95,,,,41.15,10.35,49.44,3700.0,888.0
752,Aceite de sésamo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.42,6.05,41.15,42.13,0.44,,,,39.7,41.7,14.2,3700.0,888.0
753,Aceite de colza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,0.0,0.0,0.0,0.0,0.0,0.0,,0.04,4.01,1.62,60.62,19.24,10.0,,,,65.3,28.01,6.29,3700.0,888.0
754,Aceite de grano de uva,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.04,6.58,3.84,19.11,69.65,0.23,,,,15.6,67.7,12.2,3696.0,887.0
755,Aceite de hígado de bacalao,0.1,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20000.0,0.0,0.0,0.0,210.0,0.0,,,,,,,,,,,44.6,30.5,21.1,3696.0,887.0
756,Mantequilla salada,16.9,0.0,15.0,0.5,178.0,0.0,0.0,0.0,24.0,82.0,0.2,4.0,2.0,15.0,0.7,0.02,0.5,870.0,0.0,2.0,783.0,0.0,0.01,0.0,0.76,0.1,2.59,8.74,24.04,7.09,15.35,1.29,0.36,0.02,0.03,0.008,21.64,3.28,55.13,3054.0,733.0
757,"Huevo de codorniz, entero, crudo",75.4,0.0,64.0,0.4,844.0,0.15,0.0,66.0,226.0,11.1,3.65,44.0,13.0,132.0,13.1,0.79,32.0,141.0,0.13,0.74,156.0,1.58,0.15,0.0,1.4,1.47,,,,,,,,,,,4.3,1.3,3.6,640.0,154.0
758,"Huevo de gallina, escalfado",75.6,0.0,55.0,0.3,380.0,0.07,0.0,60.0,190.0,10.6024,1.8,44.0,11.0,130.0,12.6,0.31,24.9,210.0,0.07,1.2,206.667,1.1,0.12,0.0,1.7,1.3,,,,,,,,,,,4.3,1.3,3.2,612.0,147.0
759,"Huevo de gallina, frito",70.3,0.0,58.0,0.3,400.0,0.08,0.0,42.0,204.0,14.5783,1.9,63.4,12.0,136.0,13.4,0.41,25.5,277.0,0.07,1.2,226.667,1.2,0.14,0.0,1.9,1.3,,,,,,,,,,,5.8,2.0,4.3,772.0,185.0
760,"Huevo de gallina, pasado por agua",76.7,0.0,55.0,0.3,380.0,0.07,0.0,88.0,188.0,10.3615,1.8,44.0,11.0,125.0,12.5,0.46,24.9,133.0,0.08,1.2,206.667,1.6,0.12,0.0,1.7,1.3,,,,,,,,,,,4.2,1.3,3.1,601.0,144.0
761,"Huevo de gallina, revuelto, con mantequilla",68.4,0.0,61.0,0.8,330.0,0.08,0.0,30.0,197.0,20.7229,2.0,51.1,13.0,138.0,10.2,0.44,16.2,224.0,0.07,1.1,283.333,1.7,0.12,0.0,1.7,1.3,,,,,,,,,,,6.1,1.2,9.9,954.0,229.0
762,"Huevo de gallina, yema, desecada",3.0,0.0,282.0,2.1,2430.0,8.77,0.0,210.0,1112.0,59.3,13.8,84.3,28.0,168.0,31.7,0.66,86.6,135.0,0.5,3.9,1060.0,7.08,0.84,0.0,11.4,6.15,,,,,,,,,,,22.3,7.4,18.0,2769.0,664.0
763,"Huevo de pavo, entero, crudo",72.5,0.0,99.0,1.2,933.0,4.05,0.0,71.0,170.0,11.9,4.1,,13.0,142.0,13.7,0.47,34.3,151.0,0.11,,166.0,1.69,0.13,0.0,,1.58,,,,,,,,,,,4.6,1.7,3.6,683.0,164.0
764,"Huevo de pato, crudo",73.9,0.0,63.0,0.0,680.0,0.2,0.0,80.0,200.0,11.8,2.9,13.0,16.0,190.0,14.3,0.47,36.4,120.0,0.16,0.74,540.0,5.4,0.25,0.0,5.0,1.4,,,,,,,,,,,4.9,2.0,2.9,680.0,163.0
766,"Barra chocolate, tipo ""bounty""",10.8,0.0,100.0,58.0,3.0,0.3,3.5,7.0,140.0,26.6,1.5,21.1,44.4,316.0,4.6,0.11,5.0,164.0,0.05,0.08,60.0,0.01,0.05,1.2,0.01,1.7,,,,,,0.9,0.07,,0.0,0.0,8.7,1.0,16.5,2048.0,492.0
767,Barrita cereales maíz y trigo,9.4,0.0,31.0,68.3,0.0,9.091,1.1,15.0,136.0,13.8,2.56,3.7,46.0,143.0,7.4,0.773,24.9,500.0,0.682,2.94,0.0,0.0,0.909,0.0,0.0,1.78,,,,,,,,,,,0.0,0.0,10.1,1798.0,431.0
768,Barrita cereales trigo y chocolate,8.9,0.0,65.3,66.6,0.0,2.8,1.4,17.0,172.9,14.8,2.2,14.6,51.6,210.0,8.3,0.09,6.3,224.6,0.09,0.9,13.5,0.0,0.08,0.0,0.0,1.6,,,,,,,,,,,0.0,0.0,10.6,1821.0,437.0
769,"Barra de chocolate, tipo ""Mars""",7.3,0.0,145.0,65.9,20.0,0.3,0.6,9.0,150.0,18.4833,1.3,21.1,40.0,240.0,5.6,0.2,1.6,158.0,0.05,1.5,6.6667,0.26,0.08,0.0,0.1,1.1,,,,,,,,,,,7.0,0.67,10.0,1899.0,456.0
770,"Barra de chocolate, tipo ""Kit-kat""",3.5,0.0,106.0,63.0,17.0,0.4,1.3,9.0,153.0,24.477,1.2,21.1,52.0,200.0,6.5,0.26,5.0,125.0,0.07,1.0,34.1667,0.54,0.06,1.0,0.08,1.1,,,,,,,,,,,11.2,0.6,11.6,2087.0,501.0
771,Mermelada de albaricoque,95.3,0.0,20.0,3.4,0.0,0.04,1.0,33.0,11.0,0.0,0.49,2.3,4.0,77.0,0.3,0.02,0.04,40.0,0.0,0.0,10.0,0.0,0.02,8.8,0.0,0.06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,15.0
772,Mermelada de ciruela,95.3,0.0,39.0,3.4,0.0,1.8,1.0,11.0,28.0,0.0,1.0,2.3,30.0,344.0,0.3,0.02,2.0,10.0,0.01,0.1,21.0,0.0,0.02,20.0,0.0,0.06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,15.0
773,Mermelada de grosella roja,40.8,0.0,20.0,58.7,0.0,0.036,1.1,11.0,19.0,0.0,0.49,2.3,4.0,77.0,0.5,0.076,2.0,32.0,0.016,0.1,0.0,0.0,0.02,20.6,0.0,0.06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,242.0
774,Mermelada de mora,40.8,0.0,20.0,58.7,0.0,0.036,1.1,11.0,14.0,0.0,0.49,2.3,4.0,77.0,0.5,0.076,2.0,32.0,0.016,0.1,0.0,0.0,0.02,8.8,0.0,0.06,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,242.0
775,Mermelada de naranja,95.2,0.0,38.0,4.3,0.0,0.05,0.2,36.0,6.0,0.0,0.15,2.3,2.0,37.0,0.3,0.01,0.2,56.0,0.01,0.0,2.0,0.0,0.01,4.8,0.0,0.04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,19.0
776,Chocolate con leche y almendras,2.7,0.0,209.0,49.8,12.0,0.8,3.9,11.4,246.0,35.0,1.4,12.0,80.0,441.0,8.6,0.4,1.2,106.0,0.09,0.5,48.7,0.25,0.05,0.2,0.1,0.0008,0.263,0.806,7.562,7.48,11.575,2.937,0.082,0.0,0.0,0.0,8.9,0.8,16.6,2288.0,549.0
777,Chocolate con leche y arroz,2.7,0.0,169.0,63.0,11.9,0.7,1.6,18.0,190.0,26.3,0.9,12.0,44.0,322.0,6.4,0.27,1.2,105.0,0.07,0.5,48.4,0.25,0.05,0.2,0.1,0.001,0.241,0.74,6.64,6.808,8.231,0.66,0.044,0.0,0.0,0.0,8.8,0.8,16.4,2153.0,517.0
778,Chocolate con nueces de macadamia,2.2,0.0,193.0,47.6,15.6,0.6,1.8,7.1,205.0,41.3,1.1,13.0,61.0,386.0,7.1,0.29,1.0,113.0,0.1,0.6,61.3,0.27,0.07,0.2,0.1,0.0012,0.224,0.447,9.4,11.2,11.3,1.23,0.112,0.0,0.0,0.0,18.8,1.2,20.6,2458.0,590.0
779,"Tortilla, a la francesa",71.7,0.0,63.0,0.4,350.0,0.07,0.0,30.0,220.0,12.2892,2.0,60.5,13.0,146.0,14.6,0.35,,245.0,0.06,1.0,231.667,1.3,0.1,0.0,1.6,1.3,,,,,,,,,,,5.0,1.5,3.7,710.0,170.0
780,"Azúcar, moreno",1.1,0.0,85.0,97.6,0.0,0.0,0.0,0.0,24.0,0.0,1.9,0.0,22.0,320.0,0.0,0.0,1.2,40.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659.0,398.0
781,"Chocolate negro, con almendras",3.8,0.0,78.0,41.5,9.1,1.2,9.1,13.8,219.0,37.4,2.5,0.0,139.0,460.0,8.2,0.25,0.1,106.0,0.08,0.4,30.2,0.0,0.04,0.0,0.0,0.001,,,,,,1.642,0.062,,0.0,0.0,8.6,0.8,16.3,2229.0,535.0
